YEAR,PLAYER,POS,TEAM,FG%,PPG,RPG,APG,BLKPG
2020,Terence Davis,G,Toronto Raptors,0.456,7.5,3.3,1.6,0.2
2020,Rui Hachimura,F,Washington Wizards,0.466,13.5,6.1,1.8,0.2
2020,P.J. Washington,F,Charlotte Hornets,0.455,12.2,5.4,2.1,0.8
2020,Coby White,G,Chicago Bulls,0.394,13.2,3.5,2.7,0.1
2020,Tyler Herro,G,Miami Heat,0.428,13.5,4.1,2.2,0.2
2019,Landry Shamet,G,LA Clippers,0.431,9.1,1.7,1.5,0.1
2019,Kevin Huerter,G,Atlanta Hawks,0.419,9.7,3.3,2.9,0.3
2019,Collin Sexton,G,Cleveland Cavaliers,0.43,16.7,2.9,3,0.1
2019,Shai Gilgeous-Alexander,G,LA Clippers,0.476,10.8,2.8,3.3,0.5
2019,Mitchell Robinson,C,New York Knicks,0.694,7.3,6.4,0.6,2.4
2018,Bogdan Bogdanovic,G,Sacramento Kings,0.446,11.8,2.9,3.3,0.2
2018,John Collins,F,Atlanta Hawks,0.576,10.5,7.3,1.3,1.1
2018,Dennis Smith,G,Dallas Mavericks,0.395,15.2,3.8,5.2,0.3
2018,Josh Jackson,F,Phoenix Suns,0.417,13.1,4.6,1.5,0.5
2018,Lonzo Ball,G,Los Angeles Lakers,0.36,10.2,6.9,7.2,0.8
2017,Yogi Ferrell,G,Dallas Mavericks,0.406,10,2.4,3.7,0.2
2017,Marquese Chriss,F,Phoenix Suns,0.449,9.2,4.2,0.7,0.9
2017,Brandon Ingram,F,Los Angeles Lakers,0.402,9.4,4,2.1,0.5
2017,Jaylen Brown,F,Boston Celtics,0.454,6.6,2.8,0.8,0.2
2017,Jamal Murray,G,Denver Nuggets,0.404,9.9,2.6,2.1,0.3
2016,Willie Cauley-Stein,F,Sacramento Kings,0.563,7,5.3,0.6,1
2016,Myles Turner,F,Indiana Pacers,0.498,10.3,5.5,0.7,1.4
2016,Justise Winslow,F,Miami Heat,0.422,6.4,5.2,1.5,0.3
2016,D'Angelo Russell,G,Los Angeles Lakers,0.41,13.2,3.4,3.3,0.2
2016,Emmanuel Mudiay,G,Denver Nuggets,0.364,12.8,3.4,5.5,0.5
2015,Bojan Bogdanovic,F,Brooklyn Nets,0.453,9,2.7,0.9,0.1
2015,Langston Galloway,G,New York Knicks,0.399,11.8,4.2,3.3,0.3
2015,Marcus Smart,G,Boston Celtics,0.367,7.8,3.3,3.1,0.3
2015,Zach LaVine,G,Minnesota Timberwolves,0.422,10.1,2.8,3.6,0.1
2015,Jusuf Nurkic,C,Denver Nuggets,0.446,6.9,6.2,0.8,1.1
2014,Kelly Olynyk,C,Boston Celtics,0.466,8.7,5.2,1.6,0.4
2014,Gorgui Dieng,C,Minnesota Timberwolves,0.498,4.8,5,0.7,0.8
2014,Cody Zeller,C,Charlotte Bobcats,0.426,6,4.3,1.1,0.5
2014,Steven Adams,C,Oklahoma City Thunder,0.503,3.3,4.1,0.5,0.7
2014,Giannis Antetokounmpo,F,Milwaukee Bucks,0.414,6.8,4.4,1.9,0.8
2013,Kyle Singler,G,Detroit Pistons,0.428,8.8,4,0.9,0.5
2013,Jonas Valanciunas,C,Toronto Raptors,0.557,8.9,6,0.7,1.3
2013,Andre Drummond,C,Detroit Pistons,0.608,7.9,7.6,0.5,1.6
2013,Michael Kidd-Gilchrist,F,Charlotte Bobcats,0.458,9,5.8,1.5,0.9
2013,Tyler Zeller,C,Cleveland Cavaliers,0.438,7.9,5.7,1.2,0.9
2012,MarShon Brooks,G,New Jersey Nets,0.428,12.6,3.6,2.3,0.3
2012,Chandler Parsons,F,Houston Rockets,0.452,9.5,4.8,2.1,0.5
2012,Isaiah Thomas,G,Sacramento Kings,0.448,11.5,2.6,4.1,0.1
2012,Tristan Thompson,F,Cleveland Cavaliers,0.439,8.2,6.5,0.5,1
2012,Derrick Williams,F,Minnesota Timberwolves,0.412,8.8,4.7,0.6,0.5
2011,Eric Bledsoe,SG,LA Clippers,0.424,6.7,2.8,3.6,0.3
2011,Wesley Johnson,F,Minnesota Timberwolves,0.397,9,3,1.9,0.7
2011,Paul George,SG,Indiana Pacers,0.453,7.8,3.7,1.1,0.4
2011,Derrick Favors,C,Utah Jazz,0.517,6.8,5.3,0.5,0.9
2011,Greg Monroe,C,Detroit Pistons,0.551,9.4,7.5,1.3,0.6
2010,DeJuan Blair,C,San Antonio Spurs,0.556,7.8,6.4,0.8,0.5
2010,Jonny Flynn,PG,Minnesota Timberwolves,0.417,13.5,2.4,4.4,0
2010,James Harden,SG,Oklahoma City Thunder,0.403,9.9,3.2,1.8,0.3
2010,Jonas Jerebko,F,Detroit Pistons,0.481,9.3,6,0.7,0.4
2010,Marcus Thornton,SG,New Orleans Hornets,0.451,14.5,2.9,1.6,0.2
2009,Rudy Fernandez,SG,Portland Trail Blazers,0.425,10.4,2.7,2,0.2
2009,Marc Gasol,C,Memphis Grizzlies,0.53,11.9,7.4,1.7,1.1
2009,D.J. Augustin,PG,Charlotte Bobcats,0.43,11.8,1.8,3.5,0
2009,Mario Chalmers,G,Miami Heat,0.42,10,2.8,4.9,0.1
2009,Eric Gordon,SG,LA Clippers,0.456,16.1,2.6,2.8,0.4
2009,Kevin Love,PF,Minnesota Timberwolves,0.459,11.1,9.1,1,0.6
2008,Juan Carlos Navarro,PG,Memphis Grizzlies,0.402,10.9,2.6,2.2,0
2008,Carl Landry,PF,Houston Rockets,0.616,8.1,4.9,0.5,0.2
2008,Rodney Stuckey,PG,Detroit Pistons,0.401,7.6,2.3,2.8,0.1
2008,Thaddeus Young,PF,Philadelphia 76ers,0.539,8.2,4.2,0.8,0.1
2008,Jamario Moon,SF,Toronto Raptors,0.485,8.5,6.2,1.2,1.4
2007,Paul Millsap,PF,Utah Jazz,0.525,6.8,5.2,0.8,0.9
2007,Adam Morrison,SF,Charlotte Bobcats,0.376,11.8,2.9,2.1,0.1
2007,Rajon Rondo,PG,Boston Celtics,0.418,6.4,3.7,3.8,0.1
2007,Craig Smith,PF,Minnesota Timberwolves,0.531,7.4,5.1,0.6,0.2
2007,Tyrus Thomas,PF,Chicago Bulls,0.475,5.2,3.7,0.6,1.1
2007,Marcus Williams,PG,New Jersey Nets,0.395,6.8,2.1,3.3,0
2007,Walter Herrmann,PF,Charlotte Bobcats,0.527,9.2,2.9,0.5,0.1
2006,Raymond Felton,G,Charlotte Bobcats,0.391,11.9,3.3,5.6,0.1
2006,Ryan Gomes,SF,Boston Celtics,0.487,7.6,4.9,1,0.1
2006,Danny Granger,SF,Indiana Pacers,0.462,7.5,4.9,1.2,0.8
2006,Luther Head,PG,Houston Rockets,0.403,8.8,3.3,2.7,0.1
2006,Marvin Williams,F,Atlanta Hawks,0.443,8.5,4.8,0.8,0.3
2005,Nenad Krstic,C,New Jersey Nets,0.493,10,5.3,1,0.8
2005,Josh Childress,F,Atlanta Hawks,0.47,10.1,6,1.9,0.4
2005,Al Jefferson,C,Boston Celtics,0.528,6.7,4.4,0.3,0.8
2005,Josh Smith,PF,Atlanta Hawks,0.455,9.7,6.2,1.7,1.9
2005,Jameer Nelson,G,Orlando Magic,0.455,8.7,2.4,3,0
2004,T.J. Ford,PG,Milwaukee Bucks,0.384,7.1,3.2,6.5,0.1
2004,Jarvis Hayes,SF,Washington Wizards,0.4,9.6,3.8,1.5,0.2
2004,Josh Howard,SF,Dallas Mavericks,0.43,8.6,5.5,1.4,0.8
2004,Udonis Haslem,PF,Miami Heat,0.459,7.3,6.3,0.7,0.3
2004,Marquis Daniels,SG,Dallas Mavericks,0.494,8.5,2.6,2.1,0.2
2003,Manu Ginobili,G,San Antonio Spurs,0.438,7.6,2.3,2,0.2
2003,Gordan Giricek,SG,Orlando Magic,0.436,12.3,3.1,1.8,0.1
2003,Carlos Boozer,PF,Cleveland Cavaliers,0.536,10,7.5,1.3,0.6
2003,Jay Williams,G,Chicago Bulls,0.399,9.5,2.6,4.7,0.2
2003,J.R. Bremer,PG,Boston Celtics,0.369,8.3,2.3,2.6,0
2002,Zeljko Rebraca,C,Detroit Pistons,0.505,6.9,3.9,0.5,1
2002,Eddie Griffin,PF,Houston Rockets,0.366,8.8,5.7,0.7,1.8
2002,Richard Jefferson,F,New Jersey Nets,0.457,9.4,3.7,1.8,0.6
2002,Joe Johnson,G,Phoenix Suns,0.43,7.5,3.3,2.3,0.3
2002,Vladimir Radmanovic,SF,Seattle SuperSonics,0.412,6.7,3.8,1.3,0.4
2002,Jamaal Tinsley,PG,Indiana Pacers,0.38,9.4,3.7,8.1,0.5
2001,Courtney Alexander,SG,Washington Wizards,0.417,9.5,2.2,1,0.1
2001,Marcus Fizer,F,Chicago Bulls,0.43,9.5,4.3,1.1,0.3
2001,Desmond Mason,SF,Seattle SuperSonics,0.431,5.9,3.2,0.8,0.3
2001,Chris Mihm,C,Cleveland Cavaliers,0.442,7.6,4.7,0.3,0.9
2001,Hedo Turkoglu,SF,Sacramento Kings,0.412,5.3,2.8,0.9,0.3
2000,Metta World Peace,SF,Chicago Bulls,0.407,12,4.3,2.8,0.5
2000,Chucky Atkins,PG,Orlando Magic,0.424,9.5,1.5,3.7,0
2000,Shawn Marion,SG,Phoenix Suns,0.471,10.2,6.5,1.4,1
2000,James Posey,SF,Denver Nuggets,0.429,8.2,3.9,1.8,0.4
2000,Jason Terry,G,Atlanta Hawks,0.415,8.1,2,4.3,0.1
1999,Michael Dickerson,G,Houston Rockets,0.465,10.9,1.7,1.9,0.2
1999,Michael Doleac,C,Orlando Magic,0.468,6.2,3,0.4,0.3
1999,Antawn Jamison,PF,Golden State Warriors,0.452,9.6,6.4,0.7,0.3
1999,Cuttino Mobley,SG,Houston Rockets,0.425,9.9,2.3,2.5,0.5
1999,Michael Olowokandi,C,Los Angeles Clippers,0.431,8.9,7.9,0.6,1.2
1998,Derek Anderson,SG,Cleveland Cavaliers,0.408,11.7,2.8,3.4,0.2
1998,Cedric Henderson,F,Cleveland Cavaliers,0.48,10.1,4,2,0.5
1998,Bobby Jackson,PG,Denver Nuggets,0.392,11.6,4.4,4.7,0.2
1998,Maurice Taylor,PF,Los Angeles Clippers,0.476,11.5,4.2,0.7,0.6
1998,Tim Thomas,PF,Philadelphia 76ers,0.447,11,3.7,1.2,0.2
1997,Ray Allen,SG,Milwaukee Bucks,0.43,13.4,4,2.6,0.1
1997,Kobe Bryant,SF,Los Angeles Lakers,0.417,7.6,1.9,1.3,0.3
1997,Kerry Kittles,SG,New Jersey Nets,0.426,16.4,3.9,3,0.4
1997,Travis Knight,C,Los Angeles Lakers,0.509,4.8,4.5,0.5,0.8
1997,Matt Maloney,G,Houston Rockets,0.441,9.4,2,3.7,0
1996,Brent Barry,SG,Los Angeles Clippers,0.474,10.1,2.1,2.9,0.3
1996,Tyus Edney,G,Sacramento Kings,0.412,10.8,2.5,6.1,0
1996,Kevin Garnett,PF,Minnesota Timberwolves,0.491,10.4,6.3,1.8,1.6
1996,Bryant Reeves,C,Vancouver Grizzlies,No stats available.,,,,
1996,Rasheed Wallace,PF,Washington Bullets,0.487,10.1,4.7,1.3,0.8
1995,Juwan Howard,PF,Washington Bullets,0.489,17,8.4,2.5,0.2
1995,Donyell Marshall,PF,Golden State Warriors,0.394,12.6,5.6,1.5,1.2
1995,Eric Montross,C,Boston Celtics,0.534,10,7.3,0.5,0.8
1995,Wesley Person,SF,Phoenix Suns,0.484,10.4,2.6,1.3,0.3
1995,Jalen Rose,SG,Denver Nuggets,0.454,8.2,2.7,4.8,0.3
1995,Sharone Wright,C,Philadelphia 76ers,0.465,11.4,6,0.6,1.3
1994,Shawn Bradley,C,Philadelphia 76ers,0.409,10.3,6.2,2,3
1994,Lindsey Hunter,SG,Detroit Pistons,0.375,10.3,2.3,4.8,0.1
1994,Toni Kukoc,SF,Chicago Bulls,0.431,10.9,4,3.4,0.4
1994,Nick Van Exel,PG,Los Angeles Lakers,0.394,13.6,2.9,5.8,0.1
1994,Dino Radja,C,Boston Celtics,0.521,15.1,7.2,1.4,0.8
1993,Robert Horry,PF,Houston Rockets,0.474,10.1,5,2.4,1.1
1993,Latrell Sprewell,SG,Golden State Warriors,0.464,15.4,3.5,3.8,0.7
1993,Clarence Weatherspoon,PF,Philadelphia 76ers,0.469,15.6,7.2,1.8,0.8
1993,Walt Williams,F,Sacramento Kings,0.435,17,4.5,3,0.5
1993,Richard Dumas,F,Phoenix Suns,0.524,15.8,4.6,1.3,0.8
1992,Terrell Brandon,PG,Cleveland Cavaliers,0.419,7.4,2,3.9,0.3
1992,Rick Fox,SF,Boston Celtics,0.459,8,2.7,1.6,0.4
1992,Stanley Roberts,C,Orlando Magic,0.529,10.4,6.1,0.7,1.5
1992,Mark Macon,G,Denver Nuggets,0.375,10.6,2.9,2.2,0.2
1992,Larry Stewart,F,Washington Bullets,0.514,10.4,5.9,1.6,0.6
1991,Mahmoud Abdul-Rauf,G,Denver Nuggets,0.413,14.1,1.8,3.1,0.1
1991,Willie Burton,G,Miami Heat,0.441,12,3.4,1.4,0.3
1991,Gary Payton,PG,Seattle SuperSonics,0.45,7.2,3,6.4,0.2
1991,Felton Spencer,C,Minnesota Timberwolves,0.512,7.1,7.9,0.3,1.5
1991,Travis Mays,,Sacramento Kings,No stats available.,,,,
1990,Sean Elliott,F,San Antonio Spurs,0.481,10,3.7,1.9,0.2
1990,J.R. Reid,F,Charlotte Hornets,0.44,11.1,8.4,1.2,0.7
1990,Glen Rice,SF,Miami Heat,0.439,13.6,4.6,1.8,0.4
1990,Blue Edwards,G,Utah Jazz,0.507,8.9,3.1,1.8,0.4
1990,Stacey King,F,Chicago Bulls,0.504,8.9,4.7,1.1,0.7
1989,Rex Chapman,G,Charlotte Hornets,0.414,16.9,2.5,2.3,0.3
1989,Kevin Edwards,G,Miami Heat,0.425,13.8,3.3,4.4,0.3
1989,Brian Shaw,G,Boston Celtics,0.433,8.6,4.6,5.8,0.3
1989,Rod Strickland,PG,New York Knicks,0.467,8.9,2,3.9,0
1989,Chris Morris,F,New Jersey Nets,0.457,14.1,5.2,1.6,0.8